Track,Programming_Skills,Computer_Architecture,Technical_Communication,Cyber_Security,AI,Biology_Biochemistry_Basic,Networking,Troubleshooting_Skills,Database_Fundamentals,Leadership_Experience,Project_Management,Software_Engineering,Business_knowledge,Communication_Skills,Data_Science,Graphics_Designing
Systems Administration,1,3,2,1,0,2,2,3,1,3,1,2,1,2,0,0
Systems Administration,1,3,2,0,0,0,2,3,1,2,1,1,0,1,0,0
Technical Support,1,1,2,1,0,3,2,3,1,0,2,0,2,3,0,0
Database Administration,2,2,1,2,1,0,2,3,3,0,2,0,0,2,1,0
Computer Literacy,3,2,3,0,0,0,0,0,0,1,2,1,1,0,0,0
Blockchain Development,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Cloud Architecture,2,2,1,2,3,0,1,0,2,3,0,3,2,0,1,0
Cloud Architecture,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Cloud Architecture,3,2,1,3,2,0,3,2,3,1,1,3,3,1,0,0
UI/UX Design,2,0,3,0,0,0,2,2,1,0,3,2,2,3,1,3
Technical Support,3,2,3,1,0,1,2,3,1,0,1,0,2,2,0,2
Computer Literacy,1,2,3,0,0,0,0,0,1,1,1,1,1,2,0,1
Database Administration,2,2,1,1,0,0,1,3,3,0,2,3,2,1,2,0
Software Testing,2,0,2,0,0,0,2,3,1,2,1,3,1,0,0,1
Database Administration,2,2,1,0,0,0,1,3,3,1,1,2,1,1,2,0
Frontend Development,3,0,2,0,1,0,1,3,2,0,0,3,0,0,1,3
DevOps Engineering,2,0,2,0,2,1,3,3,2,1,1,3,2,2,2,0
IT Fundamentals,0,2,3,0,0,1,1,2,1,2,1,1,2,2,0,2
Computer Literacy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Network Fundamentals,1,2,1,2,0,3,0,3,0,1,0,0,0,2,0,0
Computer Literacy,1,2,3,0,0,0,1,2,1,0,2,0,0,2,0,0
Programming Fundamentals,3,2,1,0,0,0,3,3,0,1,2,0,1,2,1,2
UI/UX Design,0,1,3,0,0,0,1,1,1,0,1,3,2,3,2,3
Software Testing,2,1,2,1,0,0,1,3,1,0,1,3,0,2,0,0
Machine Learning,1,1,3,1,0,0,0,1,1,0,2,3,1,0,3,2
Software Testing,2,0,2,2,0,0,0,3,1,2,3,3,0,2,0,1
Software Testing,2,0,2,1,0,0,1,3,1,2,1,3,1,3,0,1
Systems Administration,1,3,2,2,0,0,2,3,1,1,0,2,2,0,0,0
UI/UX Design,2,1,3,0,0,0,0,1,1,1,2,1,2,2,0,1
Data Analysis,3,3,1,0,3,0,2,0,2,0,1,1,1,1,3,0
Blockchain Development,3,0,1,3,2,0,2,1,2,0,0,3,1,1,0,0
Computer Literacy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cloud Architecture,2,2,2,2,2,0,3,1,3,3,1,3,0,2,0,0
Data Analysis,3,3,1,0,2,0,2,2,2,2,3,0,1,0,3,0
IT Project Management,1,3,2,0,0,0,0,0,1,2,2,2,1,3,2,0
Frontend Development,3,1,2,0,1,0,2,0,2,0,1,1,1,1,1,3
Programming Fundamentals,3,2,1,0,0,0,3,1,2,0,3,2,0,2,2,0
Software Testing,2,1,2,1,0,0,0,3,1,0,1,3,2,2,0,2
Programming Fundamentals,3,2,1,0,0,0,0,3,1,0,3,2,1,1,2,3
Systems Administration,1,3,2,0,0,2,2,3,1,0,1,2,1,3,0,0
Computer Literacy,1,2,3,0,0,0,3,3,0,0,0,3,2,0,0,1
Machine Learning,3,2,1,0,3,0,2,3,1,2,3,2,0,2,3,0
Digital Productivity,1,0,3,1,0,0,1,2,0,1,0,0,2,1,0,0
Software Testing,2,0,2,0,0,0,3,3,1,0,1,3,2,0,0,1
Data Analysis,3,2,3,0,0,0,2,1,2,3,2,2,1,3,2,0
Software Testing,2,2,2,1,0,0,2,3,1,3,1,3,1,2,0,0
IT Project Management,1,2,2,2,0,0,1,0,1,2,3,2,0,3,0,1
Machine Learning,3,2,1,3,3,0,3,2,1,0,2,0,1,2,2,2
Network Fundamentals,2,2,1,2,0,2,3,3,2,3,1,2,1,1,0,1
Web Development Basics,3,0,1,2,0,0,1,0,2,2,0,0,1,1,0,2
Cybersecurity,1,2,1,3,3,0,3,3,2,2,0,0,0,0,0,0
Systems Administration,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Digital Productivity,1,1,3,0,0,3,0,2,0,2,2,0,2,1,0,0
Programming Fundamentals,3,2,1,0,0,0,0,2,1,0,2,2,0,1,2,0
Software Testing,2,1,2,2,1,0,0,3,1,2,1,1,3,1,0,3
Backend Development,3,2,0,1,0,0,1,0,3,2,1,2,0,1,3,0
Computer Literacy,1,2,3,0,0,0,0,3,1,0,0,1,3,0,0,1
Web Development Basics,3,1,1,0,0,0,0,0,2,0,2,1,1,2,1,2
IT Project Management,1,1,0,3,0,0,1,3,1,2,3,2,2,3,0,1
Frontend Development,3,3,3,0,1,0,3,2,2,0,2,0,3,0,1,3
Blockchain Development,3,2,1,3,2,0,2,2,2,0,0,3,1,1,0,0
IT Fundamentals,0,2,3,1,1,0,1,2,3,0,0,0,1,0,0,3
Computer Literacy,2,2,3,0,0,0,0,1,2,0,0,0,1,2,0,2
Cloud Architecture,2,2,1,3,1,0,3,2,0,0,1,3,2,0,3,0
Technical Support,1,2,3,2,0,2,2,3,1,1,2,0,0,0,0,1
Frontend Development,3,1,2,0,1,0,2,0,3,2,1,1,0,2,1,3
DevOps Engineering,2,1,1,0,1,0,3,3,2,0,1,3,1,0,3,0
IT Project Management,1,2,3,2,0,0,1,1,1,2,3,1,2,3,0,1
Systems Administration,1,3,2,0,0,1,2,3,1,0,1,2,2,1,0,0
Computer Literacy,1,2,3,1,0,0,0,0,3,1,0,1,2,0,0,0
Technical Support,1,2,3,2,0,2,2,3,1,2,1,0,3,2,1,1
Systems Administration,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
DevOps Engineering,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
DevOps Engineering,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Frontend Development,3,0,2,0,1,0,2,2,2,1,1,2,1,0,3,3
Database Administration,2,2,1,2,0,3,1,3,3,1,1,2,0,0,3,0
Cybersecurity,1,2,1,3,0,1,3,3,2,1,3,2,1,0,0,0
Technical Support,1,2,3,1,2,0,2,3,1,1,1,0,2,2,0,0
DevOps Engineering,2,2,0,1,1,0,3,3,2,3,1,2,2,2,0,0
DevOps Engineering,1,1,1,1,1,0,3,3,2,3,1,3,1,0,0,0
UI/UX Design,2,2,3,0,2,0,0,1,1,2,2,2,2,0,2,3
Blockchain Development,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Cloud Architecture,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Technical Support,1,2,3,2,0,0,2,3,1,0,1,0,1,0,3,0
Software Testing,2,0,2,2,0,3,0,3,1,1,1,3,1,1,0,1
UI/UX Design,2,0,3,0,0,0,0,1,1,0,2,2,2,2,1,3
Digital Productivity,1,0,3,0,0,0,1,0,0,1,3,0,2,0,3,3
DevOps Engineering,2,3,1,1,2,3,3,3,2,3,1,3,2,3,1,0
UI/UX Design,2,1,3,0,2,0,0,1,1,3,2,1,2,0,2,3
DevOps Engineering,2,0,1,0,2,0,3,3,2,2,1,3,1,1,0,0
Network Fundamentals,1,2,1,2,0,3,3,3,2,3,2,1,2,0,2,1
Technical Support,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Machine Learning,3,3,0,1,3,0,0,3,1,3,0,2,2,2,1,0
Digital Productivity,1,2,1,0,0,3,1,0,0,0,1,0,2,0,0,1
Blockchain Development,3,1,1,3,2,0,2,2,2,1,2,3,1,1,2,0
Software Testing,2,3,2,0,3,0,0,3,1,2,1,3,1,2,0,0
Technical Support,1,3,2,0,0,1,2,3,1,0,3,2,0,2,0,0
Computer Literacy,1,1,3,0,0,0,1,1,0,1,1,0,0,0,0,3
Computer Literacy,1,2,3,2,0,0,1,0,3,0,0,2,0,1,0,1
Blockchain Development,3,1,1,0,1,0,2,0,2,0,3,0,1,0,2,0
Frontend Development,3,1,2,0,1,0,0,1,2,1,1,0,0,0,1,3
Frontend Development,3,0,2,0,1,0,0,2,2,3,2,1,2,3,1,3
Technical Support,1,2,3,1,0,0,3,3,1,2,3,0,2,0,3,2
Programming Fundamentals,3,2,1,0,0,0,0,1,0,0,0,2,1,0,1,1
Data Analysis,3,2,1,0,1,0,3,0,2,1,3,1,1,1,0,0
Computer Literacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Project Management,1,3,0,2,0,0,1,2,1,3,3,2,2,3,0,0
Programming Fundamentals,3,2,1,0,0,0,1,0,2,1,0,0,0,1,3,1
Software Testing,2,1,3,2,0,0,1,3,1,0,1,3,0,1,3,2
Systems Administration,1,3,2,3,0,0,3,3,1,2,3,1,2,1,0,0
Systems Administration,1,3,2,2,0,3,2,3,1,1,0,1,1,1,3,0
Blockchain Development,3,2,1,3,0,0,2,0,2,2,0,3,1,0,2,0
Backend Development,3,2,3,0,1,0,1,0,3,3,1,2,0,1,2,0
Frontend Development,3,0,2,0,1,0,2,1,2,0,2,0,0,1,1,0
Technical Support,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Blockchain Development,3,2,1,3,2,0,2,0,2,0,3,3,1,2,2,0
Blockchain Development,3,2,1,3,2,0,2,1,2,1,3,3,1,0,0,0
Blockchain Development,3,2,1,3,2,0,2,1,2,1,3,3,1,3,3,0
Blockchain Development,3,2,1,3,1,0,2,3,2,2,0,3,1,2,2,3
Backend Development,3,2,1,3,0,0,1,2,3,1,1,2,2,1,1,0
Technical Support,1,2,3,1,0,1,1,3,1,0,2,1,0,0,0,1
Backend Development,3,2,1,0,1,0,1,0,0,2,1,2,1,2,0,0
Software Testing,2,1,2,2,1,0,3,3,1,2,1,3,0,0,0,0
Web Development Basics,3,2,1,2,0,0,3,1,2,2,2,0,1,0,1,0
Systems Administration,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Digital Productivity,1,3,3,0,0,2,1,2,1,1,3,0,2,2,0,3
IT Fundamentals,1,2,3,1,0,0,1,2,0,2,1,0,2,2,0,0
Network Fundamentals,1,2,1,2,0,0,3,3,3,0,1,0,0,1,0,0
Frontend Development,3,0,2,0,1,0,0,1,2,0,3,1,0,0,0,3
Cybersecurity,1,2,1,3,2,0,3,3,2,0,2,2,0,0,2,0
Cybersecurity,1,2,1,1,1,0,3,3,0,2,1,2,1,1,0,0
Cybersecurity,1,2,1,3,2,0,3,3,0,2,1,2,0,3,0,0
Blockchain Development,3,0,1,3,0,0,2,2,2,2,2,3,1,0,3,2
Systems Administration,1,3,2,2,0,1,2,3,1,2,2,2,3,0,1,0
Cloud Architecture,1,0,1,0,1,0,3,0,3,2,1,0,2,1,1,0
Database Administration,2,2,1,1,3,0,1,3,3,0,0,2,0,2,0,0
IT Project Management,1,1,0,0,3,0,0,3,1,2,3,0,1,3,0,0
Machine Learning,3,1,1,0,3,0,3,0,1,1,1,1,0,2,3,0
Technical Support,1,3,3,2,0,2,2,3,1,0,2,0,3,2,0,2
Network Fundamentals,1,2,1,2,0,3,3,3,1,1,0,2,1,1,2,3
Data Analysis,3,2,1,0,3,0,1,3,2,1,1,3,1,2,3,0
Programming Fundamentals,3,2,1,2,0,0,3,1,2,0,1,1,2,0,0,2
Programming Fundamentals,3,1,1,0,0,0,0,1,1,0,2,1,0,2,3,0
Programming Fundamentals,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Technical Support,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Programming Fundamentals,3,2,1,0,0,0,0,0,1,0,1,0,3,1,1,0
Backend Development,3,2,2,2,1,2,1,0,3,1,1,1,2,1,2,0
Blockchain Development,3,1,3,3,2,0,2,1,0,1,2,3,1,3,0,0
Web Development Basics,1,2,1,0,0,0,0,1,2,0,0,1,1,0,3,2
Programming Fundamentals,3,2,1,0,0,0,2,0,1,0,0,2,0,0,1,1
Software Testing,1,1,2,3,0,0,2,3,1,1,1,3,0,2,0,2
Programming Fundamentals,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Computer Literacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Development,3,3,3,0,0,0,2,2,2,2,0,0,0,3,1,3
Data Analysis,3,0,1,3,2,3,1,3,2,0,1,3,0,1,3,0
DevOps Engineering,2,1,2,2,1,0,3,0,2,2,1,3,2,2,2,3
Data Analysis,3,2,1,0,2,0,1,0,2,0,2,2,1,1,3,1
Digital Productivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Network Fundamentals,1,2,1,2,0,2,3,3,1,1,0,1,1,0,0,0
Technical Support,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
IT Fundamentals,0,2,3,1,0,0,1,2,2,0,0,3,0,2,0,1
Programming Fundamentals,3,2,1,0,0,3,0,2,3,0,3,3,1,3,1,2
Cybersecurity,1,2,1,3,2,0,3,3,2,0,1,3,3,1,3,0
Digital Productivity,1,3,3,0,0,2,0,0,1,2,0,0,2,1,0,2
Data Analysis,2,1,1,2,3,0,2,3,2,0,2,1,1,2,3,0
Frontend Development,3,3,2,0,1,0,0,1,2,0,0,1,1,2,1,3
IT Fundamentals,0,2,3,0,2,0,3,2,0,2,0,0,0,3,0,1
Computer Literacy,1,2,3,0,0,0,1,2,3,1,1,3,3,3,0,0
Programming Fundamentals,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Database Administration,2,2,1,1,0,0,2,3,3,2,2,0,2,0,0,0
UI/UX Design,2,0,3,0,0,0,1,1,1,3,0,1,2,1,2,3
Backend Development,3,2,1,2,2,0,1,0,3,1,1,3,0,2,2,0
Frontend Development,3,2,2,0,1,0,0,2,2,2,1,0,3,3,1,3
DevOps Engineering,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Frontend Development,3,0,2,0,1,0,0,1,0,2,3,2,0,1,1,3
Database Administration,2,2,1,0,0,0,1,3,3,2,2,1,2,2,1,0
Programming Fundamentals,3,0,1,0,0,0,0,0,2,0,0,1,1,3,1,0
Machine Learning,3,0,1,3,3,0,1,0,1,2,3,2,0,0,3,0
Systems Administration,1,3,1,3,0,2,2,3,1,0,0,2,2,3,0,0
IT Fundamentals,3,2,3,0,0,0,1,2,1,0,0,0,0,0,0,2
Programming Fundamentals,3,2,0,0,0,0,0,0,1,2,2,1,0,2,0,0
DevOps Engineering,2,0,1,2,1,0,3,3,1,1,1,2,2,0,0,0
IT Project Management,3,0,1,2,0,0,0,1,1,2,3,0,2,3,0,0
Digital Productivity,1,0,3,0,0,0,1,1,2,1,0,2,2,0,0,2
Data Analysis,3,2,3,0,1,0,1,0,2,2,3,1,1,3,3,0
Network Fundamentals,1,2,1,2,0,2,3,3,1,2,2,1,2,1,0,0
Frontend Development,3,2,2,0,1,3,0,2,2,1,0,1,2,2,1,1
Blockchain Development,3,0,1,3,0,2,3,1,2,2,0,3,1,0,0,0
Cloud Architecture,2,2,1,2,1,2,3,3,3,1,0,3,3,2,2,0
Technical Support,1,2,3,3,0,1,2,3,1,2,2,0,1,1,0,2
Network Fundamentals,1,2,1,2,0,0,3,3,2,1,2,0,0,0,0,0
Frontend Development,3,0,2,0,1,0,2,2,3,1,1,0,2,1,1,3
Computer Literacy,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Computer Literacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Productivity,1,1,1,0,0,0,1,0,3,3,2,0,2,2,0,0
Web Development Basics,2,3,1,0,0,0,0,0,2,0,0,0,1,2,2,2
Network Fundamentals,1,2,1,0,0,3,3,3,0,1,1,1,0,1,0,0
Backend Development,3,2,2,3,2,0,1,1,3,1,1,2,0,0,2,0
Digital Productivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps Engineering,2,0,1,0,0,1,3,3,2,1,3,3,2,2,2,0
Data Analysis,3,1,1,0,3,2,1,2,2,2,2,3,2,1,3,0
Digital Productivity,1,0,2,0,0,1,1,3,0,0,1,0,2,0,0,2
Machine Learning,3,1,1,0,3,0,1,3,1,2,3,1,1,2,3,0
IT Fundamentals,0,2,3,0,0,3,1,2,0,1,1,1,0,0,1,1
IT Project Management,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Data Analysis,3,1,1,0,2,0,2,3,2,3,3,2,1,1,3,1
Data Analysis,3,2,1,0,2,0,1,3,2,2,0,1,1,0,2,0
Programming Fundamentals,1,2,1,0,0,0,0,1,0,2,0,1,0,2,3,0
IT Fundamentals,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Computer Literacy,1,2,3,0,0,0,2,0,2,0,0,0,1,1,0,1
Cloud Architecture,2,3,1,0,2,2,3,1,3,0,1,3,1,2,3,0
Web Development Basics,2,1,1,0,0,1,0,2,2,0,2,0,1,3,1,2
Cloud Architecture,2,2,1,3,0,0,3,1,3,2,1,3,1,2,2,0
Technical Support,1,3,3,1,0,2,2,3,2,2,2,0,3,0,0,2
Software Testing,2,3,2,0,0,0,2,3,1,2,1,3,1,1,0,2
Data Analysis,3,0,1,0,0,0,1,2,2,1,1,2,1,2,3,0
Blockchain Development,3,2,3,3,3,0,2,1,2,0,3,3,1,0,1,0
Backend Development,3,2,0,1,0,0,1,0,3,1,1,2,2,1,2,1
UI/UX Design,2,0,3,0,0,0,2,0,1,2,1,1,2,1,2,3
Web Development Basics,3,0,1,0,0,0,0,2,2,0,0,1,1,0,2,2
Computer Literacy,1,0,3,0,0,0,1,1,3,2,1,2,0,0,0,0
Programming Fundamentals,3,2,1,0,1,0,1,1,0,1,3,0,1,0,1,1
UI/UX Design,2,1,3,0,2,0,2,1,1,2,2,2,2,0,0,3
Systems Administration,1,3,2,1,0,2,2,3,1,1,1,2,1,0,0,0
DevOps Engineering,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Technical Support,1,2,3,1,0,2,2,3,1,0,0,0,1,0,0,2
Blockchain Development,3,0,1,1,1,0,2,2,2,0,0,3,1,0,0,0
Programming Fundamentals,3,2,1,0,3,2,3,0,2,0,2,2,0,1,3,0
IT Fundamentals,0,2,3,1,0,0,1,0,0,1,1,1,0,0,0,0
Web Development Basics,3,0,1,0,0,0,1,0,2,1,0,1,0,0,3,2
Blockchain Development,3,0,1,3,1,0,2,1,2,1,2,2,1,0,1,0
Computer Literacy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Network Fundamentals,1,2,1,2,0,3,3,3,0,2,0,1,2,2,0,0
Web Development Basics,3,0,1,0,0,0,1,0,2,0,0,1,3,0,0,2
Backend Development,3,2,0,0,2,0,1,0,3,1,1,2,2,2,0,0
Programming Fundamentals,3,2,1,0,0,0,1,0,2,2,2,2,1,1,1,2
Web Development Basics,3,0,1,0,0,0,0,2,2,2,0,1,0,2,0,2
UI/UX Design,2,2,1,0,0,3,2,2,1,2,2,0,2,0,3,3
IT Project Management,1,2,2,0,0,0,0,3,1,2,3,1,2,3,0,2
Technical Support,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Software Testing,2,2,2,1,0,0,2,3,1,0,1,3,1,1,0,0
Network Fundamentals,1,2,1,3,0,2,3,3,3,1,2,1,0,0,0,0
Blockchain Development,3,2,1,1,1,1,2,1,2,0,0,3,1,2,1,0
UI/UX Design,2,2,3,0,0,0,1,2,1,1,2,0,2,2,0,0
Frontend Development,1,2,2,0,1,0,2,1,2,1,2,2,0,2,1,3
Blockchain Development,3,3,1,3,0,0,2,2,2,3,1,3,1,1,1,0
Database Administration,1,2,0,0,2,0,1,2,3,1,1,2,1,0,1,0
IT Fundamentals,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Software Testing,2,0,2,0,0,0,2,3,3,3,0,3,2,2,0,0
Programming Fundamentals,3,2,1,1,0,0,1,2,3,0,1,3,0,2,3,3
Machine Learning,3,2,1,2,3,0,0,1,1,2,1,2,1,0,3,0
Web Development Basics,3,2,1,0,0,0,2,0,2,0,0,1,2,0,0,2
Frontend Development,0,1,2,0,1,0,0,1,2,0,0,0,1,0,3,3
Frontend Development,3,3,2,0,1,2,2,0,2,0,0,2,1,3,2,3
Systems Administration,1,3,2,1,0,2,2,3,1,0,2,3,2,1,0,0
DevOps Engineering,2,3,1,0,2,0,1,3,2,3,1,3,0,2,1,0
Computer Literacy,1,3,3,0,0,0,3,1,3,0,1,3,0,0,0,1
Cloud Architecture,2,2,1,0,3,0,3,0,3,2,1,3,2,0,2,0
Programming Fundamentals,3,2,1,0,0,0,0,1,0,2,1,2,1,2,0,0
UI/UX Design,2,1,3,0,0,0,0,0,1,0,2,2,2,2,1,3
Machine Learning,3,2,0,3,3,0,1,3,1,3,3,1,1,2,3,0
Machine Learning,3,3,1,0,3,0,2,0,1,2,2,1,2,1,3,0
Cloud Architecture,2,2,1,2,2,0,3,3,3,2,1,3,2,1,0,0
Cloud Architecture,2,2,1,3,3,0,3,3,3,2,1,3,2,1,1,0
DevOps Engineering,1,1,1,1,1,0,3,3,0,3,3,3,0,1,2,2
Database Administration,2,2,1,2,1,0,1,2,3,0,2,2,3,2,3,0
Programming Fundamentals,3,2,1,0,0,0,3,1,0,1,0,0,0,2,1,3
Machine Learning,3,2,1,2,2,1,2,2,1,0,2,2,1,1,3,0
Database Administration,2,2,1,0,0,0,1,3,3,0,0,0,1,0,0,0
Blockchain Development,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Technical Support,1,2,3,0,0,0,2,3,1,0,0,0,1,0,0,1
Machine Learning,3,2,1,1,3,0,3,3,1,1,0,1,1,2,3,3
Machine Learning,3,0,1,1,3,1,1,2,1,3,1,3,1,2,3,0
Data Analysis,3,3,1,0,0,0,1,3,2,0,1,2,1,3,3,0
Database Administration,2,2,1,0,2,0,1,3,3,1,0,3,1,2,2,0
Machine Learning,3,1,1,3,0,0,1,1,1,1,3,1,2,1,3,0
IT Fundamentals,3,2,0,1,0,0,1,2,0,0,1,0,1,0,0,3
Blockchain Development,3,1,1,3,1,0,2,0,2,1,1,3,1,2,1,1
IT Project Management,1,1,2,1,0,0,3,0,1,2,3,2,2,0,0,0
Digital Productivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Database Administration,2,2,1,3,2,0,1,3,3,2,0,2,1,2,0,0
UI/UX Design,2,2,1,0,0,0,1,1,1,3,2,0,2,3,3,3
UI/UX Design,2,2,3,0,0,0,0,3,1,1,2,1,2,0,1,3
Machine Learning,3,1,1,1,3,0,2,2,1,2,2,1,3,3,3,0
Technical Support,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Cybersecurity,1,2,1,1,0,0,3,3,2,1,0,0,0,2,0,0
Database Administration,0,2,1,2,1,0,1,3,3,1,0,2,2,2,0,0
IT Fundamentals,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IT Project Management,1,1,0,0,0,0,0,1,1,2,3,1,2,3,1,1
Computer Literacy,2,2,1,0,0,0,0,3,1,0,3,0,0,1,0,0
DevOps Engineering,2,0,1,0,3,0,3,3,2,3,1,3,2,0,0,0
Backend Development,3,3,2,2,1,0,1,1,3,0,1,2,0,0,0,0
UI/UX Design,2,0,3,0,0,0,1,2,1,0,1,2,2,0,1,3
Blockchain Development,3,1,2,1,0,0,0,1,1,2,0,3,1,1,1,0
Backend Development,3,2,2,2,3,3,1,1,3,1,1,2,0,2,0,0
Data Analysis,3,0,1,2,1,0,2,3,2,2,2,1,1,0,3,0
Network Fundamentals,1,2,1,2,0,0,3,3,0,3,1,1,3,1,0,3
Systems Administration,1,3,2,0,0,0,2,3,1,3,1,1,2,1,0,0
Cloud Architecture,2,2,1,2,2,0,1,0,3,0,1,3,1,0,1,0
Systems Administration,1,3,2,1,0,0,2,3,1,1,1,0,0,0,0,0
Backend Development,3,2,3,0,0,0,2,1,3,2,1,1,3,1,0,0
UI/UX Design,2,0,3,0,0,0,0,1,1,0,0,1,2,3,1,3
Computer Literacy,1,2,3,0,0,0,0,3,3,2,1,1,1,0,0,0
Computer Literacy,1,2,3,0,0,0,2,0,1,0,2,0,0,1,0,1
IT Fundamentals,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Backend Development,3,0,1,3,1,0,1,3,2,2,2,2,1,0,1,0
Digital Productivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Productivity,1,1,3,0,0,1,3,2,0,1,0,0,2,1,0,1
Software Testing,2,2,2,0,0,0,3,3,1,0,1,3,0,1,0,1
Systems Administration,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Computer Literacy,1,2,3,0,3,1,0,0,1,1,1,1,3,0,0,0
Cybersecurity,1,2,1,3,2,0,3,3,2,1,2,0,1,1,2,0
Blockchain Development,3,1,1,3,0,0,1,1,2,2,0,3,1,1,2,0
UI/UX Design,2,2,3,0,0,0,2,2,1,0,2,2,2,0,1,3
DevOps Engineering,2,2,1,0,0,0,3,3,2,2,1,3,0,1,0,0
Systems Administration,2,3,2,0,0,1,2,3,1,1,1,0,0,2,0,0
Programming Fundamentals,3,2,1,0,0,2,1,0,0,0,2,1,1,0,0,0
DevOps Engineering,2,1,2,1,0,0,3,3,2,3,1,3,3,2,0,0
Network Fundamentals,1,2,2,2,0,1,1,3,1,0,1,1,1,1,1,0
Computer Literacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Fundamentals,1,2,3,2,0,0,1,3,0,1,1,2,0,1,0,3
Digital Productivity,1,2,3,0,0,2,2,0,1,1,0,0,2,1,0,0
Digital Productivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Fundamentals,1,2,3,0,0,0,1,2,0,2,2,0,1,2,0,0
Cybersecurity,1,2,1,3,2,0,3,3,2,2,3,0,0,0,2,0
Database Administration,2,2,1,1,1,0,1,3,3,1,2,2,1,0,0,0
IT Project Management,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Machine Learning,3,3,1,0,3,3,2,0,0,2,2,3,1,1,3,0
IT Fundamentals,2,2,3,2,0,0,1,2,2,0,1,3,0,3,0,0
Web Development Basics,3,0,1,0,0,0,1,2,2,0,2,1,0,0,0,2
Cloud Architecture,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Database Administration,2,2,2,2,3,0,1,3,3,1,0,2,1,0,2,0
Machine Learning,3,2,1,1,3,0,0,0,1,2,2,2,3,0,3,0
Cybersecurity,1,1,1,3,2,0,3,3,2,3,0,1,3,3,0,0
Frontend Development,3,1,2,0,1,0,0,2,2,0,1,0,2,1,1,3
Programming Fundamentals,3,2,1,0,0,0,1,3,3,0,2,0,0,0,0,1
IT Project Management,1,1,1,0,0,0,0,2,1,2,3,0,2,3,0,1
Blockchain Development,3,1,1,3,0,0,2,1,2,1,1,3,1,2,1,0
Cybersecurity,1,3,1,2,1,0,3,3,2,1,2,0,0,0,2,0
Systems Administration,1,3,2,1,0,0,2,3,1,0,1,2,2,1,0,0
Technical Support,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Cybersecurity,3,1,1,3,0,0,3,3,2,3,0,2,3,0,2,2
Frontend Development,3,1,3,0,1,0,1,0,2,0,1,0,0,0,1,3
Computer Literacy,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,2
Programming Fundamentals,2,2,1,0,0,0,0,0,0,1,2,0,0,1,0,1
UI/UX Design,2,2,3,0,0,0,0,2,1,1,2,1,2,1,0,3
IT Fundamentals,0,0,3,0,0,0,1,2,3,1,2,0,0,0,0,0
Digital Productivity,1,2,1,0,0,1,0,1,2,1,3,0,2,0,0,0
Blockchain Development,3,1,1,3,1,0,2,0,3,0,3,3,1,1,1,0
